PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,JUMLAH_KELUARGA,JUMLAH_SASARAN,JUMLAH_KRS,PENERIMA_BAAS,PENERIMA_BANTUAN_PANGAN,JUMLAH_BALITA_STUNTING,TERLALU_TUA,TERLALU_MUDA,TERLALU_BANYAK,TERLALU_DEKAT,SANITASI,SUMBER_AIR_MINUM,CATIN_SASARAN,CATIN_TERDAMPINGI,CATIN_TIDAK_TERDAMPINGI,CATIN_BERESIKO,BUMIL_SASARAN,BUMIL_TERDAMPINGI,BUMIL_TIDAK_TERDAMPINGI,BUMIL_BERESIKO,PASCASALIN_SASARAN,PASCASALIN_TERDAMPINGI,PASCASALIN_TIDAK_TERDAMPINGI,PASCASALIN_BERESIKO,BADUTA_SASARAN,BADUTA_TERDAMPINGI,BADUTA_TIDAK_TERDAMPINGI,BADUTA_BERESIKO,BULAN
SULAWESI BARAT,PASANGKAYU,BULU TABA,SUMBER SARI,89,71,22,20,17,11,11,1,9,0,18,0,3,1,2,0,37,13,24,7,5,4,1,2,18,13,5,7,MARET
SULAWESI BARAT,PASANGKAYU,BULU TABA,LELEJAE,82,32,21,10,9,3,2,17,2,0,4,17,8,2,6,2,26,21,5,14,11,10,1,0,13,0,13,6,MARET
SULAWESI BARAT,PASANGKAYU,BULU TABA,BUKIT HARAPAN,73,12,12,11,8,1,1,7,1,3,12,0,11,10,1,2,11,11,0,5,2,0,2,0,6,3,3,2,MARET
SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,90,28,25,21,1,1,0,20,4,0,21,1,12,1,11,0,24,11,13,1,11,3,8,1,16,11,5,11,MARET
SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,48,41,32,4,4,2,1,26,0,5,32,0,5,5,0,2,22,18,4,12,0,0,0,0,22,15,7,5,MARET
SULAWESI BARAT,PASANGKAYU,BULU TABA,KASTABUANA,55,80,33,5,0,0,0,29,4,0,33,0,11,1,10,0,15,11,4,5,2,0,2,0,39,27,12,1,MARET
SULAWESI BARAT,PASANGKAYU,BULU TABA,OMPI,81,21,11,11,5,3,2,3,6,0,5,1,4,1,3,1,12,8,4,3,2,1,1,0,1,1,0,0,MARET
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,30,59,21,18,8,6,2,4,12,3,14,7,5,0,5,0,23,5,18,5,20,16,4,2,37,33,4,9,MARET
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,30,58,41,36,10,7,2,10,19,9,30,4,4,0,4,0,42,13,29,12,7,6,1,2,21,9,12,14,MARET
SULAWESI BARAT,PASANGKAYU,DAPURANG,TIRTABUANA,73,72,22,10,10,1,0,16,4,0,19,0,2,2,0,2,40,33,7,21,21,3,18,2,68,14,54,67,MARET
SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,30,65,35,28,13,7,7,5,9,9,23,11,6,1,5,0,20,5,15,0,1,0,1,0,0,0,0,0,MARET
SULAWESI BARAT,PASANGKAYU,DAPURANG,SARASA,93,11,8,7,1,0,0,6,1,1,2,5,0,0,0,0,10,10,0,1,5,1,4,1,6,0,6,6,MARET
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,83,28,5,3,0,0,0,5,0,0,5,0,15,0,15,0,13,11,2,1,7,1,6,0,19,11,8,17,MARET
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SAPTANAJAYA,85,32,23,17,11,5,4,3,0,7,20,3,3,1,2,1,32,30,2,6,4,2,2,1,26,4,22,20,MARET
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TARANGGI,37,22,18,0,0,0,0,4,3,7,16,1,1,0,1,0,14,8,6,1,0,0,0,0,13,12,1,9,MARET
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SIPAKAINGA,43,18,13,6,2,0,0,4,8,0,13,0,2,2,0,2,12,9,3,2,12,12,0,6,14,11,3,8,MARET
SULAWESI BARAT,PASANGKAYU,LARIANG,KULU,75,25,1,0,0,0,0,0,0,0,1,0,1,0,1,0,22,19,3,17,16,12,4,4,14,12,2,6,MARET
SULAWESI BARAT,PASANGKAYU,LARIANG,PARABU,65,19,8,4,2,1,0,0,2,3,4,4,12,9,3,8,19,19,0,13,14,14,0,0,13,0,13,12,MARET
SULAWESI BARAT,PASANGKAYU,LARIANG,KENANGAN,82,70,57,34,11,3,2,10,21,24,57,0,6,4,2,2,55,27,28,19,10,1,9,1,24,5,19,2,MARET
SULAWESI BARAT,PASANGKAYU,LARIANG,BAJAWALI,36,36,34,6,0,0,0,1,15,8,1,13,6,5,1,0,22,19,3,13,10,9,1,4,5,5,0,5,MARET
SULAWESI BARAT,PASANGKAYU,LARIANG,SINGGANI,75,62,19,9,1,1,1,0,16,2,2,7,1,1,0,0,39,17,22,3,29,29,0,0,43,13,30,24,MARET
SULAWESI BARAT,PASANGKAYU,LARIANG,BATU MATORU,76,21,16,7,3,0,0,0,16,0,8,0,14,2,12,2,13,9,4,9,2,1,1,1,2,0,2,1,MARET
SULAWESI BARAT,PASANGKAYU,LARIANG,BAMBAKORO,38,54,25,8,5,0,0,14,2,2,8,15,4,2,2,2,10,9,1,4,2,1,1,0,17,9,8,15,MARET
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,65,14,3,2,2,1,0,1,2,0,3,0,2,1,1,0,13,13,0,10,9,3,6,0,14,6,8,2,MARET
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,48,39,25,11,1,1,0,21,3,0,8,5,0,0,0,0,35,26,9,20,23,5,18,1,20,6,14,8,MARET
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,74,44,8,3,2,0,0,8,0,0,2,1,2,1,1,0,25,25,0,8,2,2,0,0,19,12,7,5,MARET
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,97,11,4,3,1,1,0,2,2,0,0,3,12,7,5,7,10,5,5,2,7,2,5,1,12,7,5,2,MARET
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PAKAVA,47,57,31,30,4,3,2,29,0,0,21,2,5,4,1,0,51,6,45,6,43,29,14,26,48,29,19,28,MARET
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,59,23,8,7,3,0,0,0,7,0,1,3,3,0,3,0,19,6,13,6,3,3,0,1,0,0,0,0,MARET
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MALEI,47,32,7,1,0,0,0,3,3,0,5,1,0,0,0,0,24,7,17,6,13,4,9,4,7,0,7,1,MARET
SULAWESI BARAT,PASANGKAYU,PEDONGGA,PEDANDA,92,38,7,7,2,1,1,5,0,0,1,4,3,2,1,0,27,22,5,12,22,16,6,10,46,13,33,34,MARET
SULAWESI BARAT,PASANGKAYU,PEDONGGA,BATU OGE,36,40,20,18,13,0,0,3,11,4,19,0,5,3,2,3,28,8,20,7,16,7,9,0,11,11,0,7,MARET
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MARTASARI,68,59,51,8,4,1,0,28,13,1,16,0,9,1,8,1,44,10,34,2,13,7,6,4,4,4,0,2,MARET
SULAWESI BARAT,PASANGKAYU,SARJO,SARJO,57,52,6,2,0,0,0,1,2,0,1,1,4,2,2,2,34,25,9,20,3,2,1,1,30,19,11,14,MARET
SULAWESI BARAT,PASANGKAYU,SARJO,MAPONU,89,73,28,28,1,1,1,5,10,7,27,0,0,0,0,0,28,26,2,15,12,3,9,0,59,7,52,38,MARET
SULAWESI BARAT,PASANGKAYU,SARJO,LETAWA,89,21,8,3,0,0,0,7,1,0,2,1,3,3,0,1,21,21,0,10,3,0,3,0,4,0,4,1,MARET
SULAWESI BARAT,PASANGKAYU,SARJO,SARUDE,32,74,58,8,7,4,1,28,4,11,41,12,4,0,4,0,20,11,9,2,19,10,9,0,46,10,36,8,MARET
SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,62,36,0,0,0,0,0,0,0,0,0,0,10,6,4,2,19,17,2,16,12,9,3,4,20,19,1,5,MARET
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,75,53,45,38,10,2,2,37,6,0,26,9,11,2,9,1,31,29,2,3,23,13,10,7,54,34,20,14,MARET
SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,68,58,16,4,4,3,0,2,5,8,13,1,0,0,0,0,36,28,8,4,4,2,2,2,1,1,0,0,MARET
SULAWESI BARAT,PASANGKAYU,SARUDU,KUMASARI,99,11,4,0,0,0,0,1,1,0,3,0,16,0,16,0,10,9,1,9,4,0,4,0,9,0,9,2,MARET
SULAWESI BARAT,PASANGKAYU,SARUDU,PATIKA,87,25,25,23,20,10,4,13,6,2,19,5,4,1,3,0,11,5,6,5,4,0,4,0,10,9,1,2,MARET
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,83,48,28,19,1,1,0,12,3,4,17,4,11,8,3,8,19,17,2,13,19,1,18,0,48,39,9,39,MARET
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,LARIANG,97,79,19,11,2,2,0,15,1,0,18,0,2,1,1,0,36,29,7,7,31,4,27,2,17,6,11,13,MARET
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,TIKKE,46,70,69,37,13,9,5,6,52,2,66,1,7,2,5,1,10,8,2,6,5,2,3,1,25,1,24,13,MARET
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,PAJALELE,90,54,15,6,6,3,2,8,4,1,4,10,16,11,5,5,23,5,18,4,4,4,0,3,29,7,22,14,MARET
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,73,59,27,25,0,0,0,0,12,3,6,8,3,1,2,0,59,44,15,15,12,12,0,3,46,31,15,13,MARET
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,48,24,5,2,0,0,0,4,0,0,3,0,8,3,5,1,14,9,5,6,2,2,0,2,18,10,8,17,MARET
SULAWESI BARAT,MAJENE,BANGGAE,BARU,32,25,25,9,6,2,2,22,0,1,17,5,1,0,1,0,10,6,4,2,5,5,0,5,1,0,1,1,MARET
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI ALI,53,36,30,6,1,1,1,3,20,3,4,2,6,2,4,1,27,9,18,6,25,20,5,19,45,38,7,0,MARET
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,74,42,39,19,11,11,6,8,6,17,0,6,9,2,7,1,26,9,17,1,21,5,16,3,39,15,24,32,MARET
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,86,38,31,27,12,10,4,0,8,6,0,6,6,5,1,1,23,13,10,0,23,13,10,0,35,21,14,26,MARET
SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,36,66,51,23,9,9,8,8,4,4,46,4,3,1,2,0,52,51,1,51,38,35,3,24,47,25,22,42,MARET
SULAWESI BARAT,MAJENE,BANGGAE,PALIPI SOREANG,99,11,10,0,0,0,0,3,0,2,5,4,2,2,0,1,10,9,1,1,1,0,1,0,6,0,6,2,MARET
SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,78,24,6,1,0,0,0,0,6,0,3,2,2,1,1,0,23,11,12,11,23,6,17,1,9,9,0,1,MARET
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BAURUNG,38,21,21,19,7,5,3,0,2,10,13,4,4,1,3,0,10,5,5,2,6,3,3,0,13,4,9,3,MARET
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA,36,12,8,2,2,1,0,0,3,4,7,0,4,4,0,1,11,5,6,2,3,2,1,1,7,6,1,6,MARET
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA DHUA,98,51,11,11,2,2,1,3,0,2,3,6,15,12,3,9,49,40,9,10,27,4,23,4,10,9,1,8,MARET
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG,58,80,26,7,5,0,0,23,0,2,3,23,6,3,3,1,66,63,3,53,43,43,0,9,45,29,16,27,MARET
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE,69,59,6,1,1,0,0,0,5,0,3,3,3,2,1,1,40,29,11,5,7,4,3,1,12,12,0,9,MARET
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LEMBANG,89,53,45,44,18,0,0,0,23,18,3,38,2,0,2,0,35,30,5,21,4,0,4,0,23,1,22,2,MARET
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG UTARA,54,69,6,6,3,2,0,2,0,0,5,0,7,4,3,3,55,12,43,6,34,20,14,6,15,0,15,9,MARET
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE TIMUR,95,19,8,1,1,0,0,5,3,0,0,8,15,15,0,15,13,13,0,3,11,5,6,4,4,1,3,3,MARET
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BUTTU BARUGA,78,39,6,5,4,2,1,2,2,1,5,0,0,0,0,0,23,5,18,2,8,6,2,3,13,11,2,4,MARET
SULAWESI BARAT,MAJENE,MALUNDA,MALUNDA,88,39,12,7,1,1,1,4,0,4,5,4,2,2,0,1,25,21,4,0,10,3,7,1,2,1,1,2,MARET
SULAWESI BARAT,MAJENE,MALUNDA,LAMUNGANG BATU,81,73,23,11,0,0,0,1,21,1,20,0,1,1,0,0,11,9,2,0,6,5,1,1,16,10,6,6,MARET
SULAWESI BARAT,MAJENE,MALUNDA,BAMBANGAN,36,45,42,8,3,3,3,5,22,2,30,8,6,3,3,0,45,39,6,35,0,0,0,0,5,3,2,5,MARET
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG,64,34,19,12,9,3,2,1,11,5,12,0,9,8,1,2,27,9,18,1,10,2,8,2,9,1,8,4,MARET
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG,100,29,16,6,1,0,0,0,0,11,4,9,15,7,8,0,21,7,14,3,15,9,6,4,34,32,2,11,MARET
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA,79,79,1,0,0,0,0,1,0,0,0,1,12,8,4,8,48,46,2,4,33,33,0,15,4,1,3,3,MARET
SULAWESI BARAT,MAJENE,MALUNDA,MALIAYA,74,59,28,23,18,2,0,22,3,3,8,6,12,5,7,5,31,14,17,13,15,3,12,2,54,10,44,21,MARET
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG TIMUR,80,27,21,21,12,3,3,10,1,4,10,7,15,1,14,1,13,12,1,11,10,8,2,5,25,0,25,2,MARET
SULAWESI BARAT,MAJENE,MALUNDA,SALUTAHONGAN,92,66,52,34,33,33,33,16,1,2,16,1,9,2,7,0,61,21,40,15,26,4,22,4,9,3,6,5,MARET
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG TIMUR,91,62,40,31,2,0,0,39,1,0,23,0,16,4,12,4,42,29,13,0,33,28,5,24,53,2,51,48,MARET
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA SELATAN,32,10,1,0,0,0,0,1,0,0,1,0,6,2,4,1,10,8,2,8,6,0,6,0,7,5,2,1,MARET
SULAWESI BARAT,MAJENE,MALUNDA,KAYUANGIN,58,27,20,15,10,3,0,5,2,2,0,0,0,0,0,0,25,15,10,5,8,3,5,1,3,1,2,0,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,64,43,1,0,0,0,0,1,0,0,1,0,1,1,0,0,22,19,3,6,1,1,0,1,10,6,4,10,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,92,34,14,7,5,1,0,9,4,1,6,7,7,4,3,1,30,23,7,18,3,2,1,2,21,6,15,6,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,78,67,2,0,0,0,0,0,1,1,0,1,12,10,2,0,15,10,5,6,0,0,0,0,19,13,6,1,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO,68,78,12,6,0,0,0,1,0,8,8,1,11,6,5,3,28,5,23,1,9,2,7,0,27,26,1,9,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,84,44,18,0,0,0,0,6,9,0,15,1,8,6,2,5,20,5,15,3,8,2,6,1,6,4,2,6,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,68,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,8,2,6,3,0,3,0,10,7,3,9,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,49,21,6,4,3,0,0,5,0,0,5,1,3,2,1,1,19,7,12,0,3,2,1,2,5,4,1,1,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE UTARA,100,42,18,7,0,0,0,8,8,0,5,8,16,0,16,0,38,11,27,2,14,3,11,2,25,25,0,0,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO UTARA,52,13,4,1,1,1,1,1,0,2,1,2,1,0,1,0,12,6,6,0,6,4,2,0,14,8,6,12,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,BUTTU PAMBOANG,40,32,6,2,0,0,0,5,0,1,6,0,1,1,0,0,13,7,6,3,13,9,4,9,26,8,18,13,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,37,58,37,19,1,1,0,13,16,2,35,0,0,0,0,0,44,30,14,19,32,5,27,2,64,34,30,57,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,63,43,9,1,1,1,0,9,0,0,8,1,11,3,8,3,33,7,26,5,30,22,8,3,17,3,14,6,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,67,42,14,12,11,6,6,5,1,1,2,4,1,0,1,0,29,8,21,0,15,13,2,9,23,13,10,16,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,PESULOANG,68,23,9,0,0,0,0,9,0,0,1,7,6,5,1,3,19,16,3,13,10,7,3,2,5,0,5,2,MARET
SULAWESI BARAT,MAJENE,PAMBOANG,BALOMBONG,35,46,1,1,0,0,0,0,1,0,1,0,2,1,1,1,45,31,14,14,15,15,0,1,47,2,45,19,MARET
SULAWESI BARAT,MAJENE,SENDANA,MOSSO,77,37,21,2,0,0,0,1,14,2,13,6,6,1,5,1,35,13,22,4,25,5,20,1,22,21,1,7,MARET
SULAWESI BARAT,MAJENE,SENDANA,MOSSO DHUA,83,67,10,0,0,0,0,9,0,0,8,2,16,12,4,5,21,20,1,15,6,5,1,2,17,12,5,12,MARET
SULAWESI BARAT,MAJENE,SENDANA,TOTOLISI SENDANA,82,50,1,1,0,0,0,0,0,0,0,1,0,0,0,0,49,28,21,26,24,10,14,7,52,3,49,2,MARET
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA,40,47,37,14,9,2,2,19,13,1,8,22,5,0,5,0,38,38,0,17,30,0,30,0,7,1,6,0,MARET
SULAWESI BARAT,MAJENE,SENDANA,LALATEDZONG,70,56,16,8,1,0,0,6,2,2,10,2,3,1,2,0,49,10,39,5,30,8,22,3,7,3,4,7,MARET
SULAWESI BARAT,MAJENE,SENDANA,BINANGA,70,10,8,7,4,3,2,6,0,0,5,3,9,0,9,0,10,8,2,4,1,0,1,0,0,0,0,0,MARET
SULAWESI BARAT,MAJENE,SENDANA,PUTTADA,68,47,14,4,3,2,2,12,0,0,2,4,10,7,3,5,15,13,2,11,7,6,1,2,4,4,0,3,MARET
SULAWESI BARAT,MAJENE,SENDANA,PAMINGGALAN,54,55,48,44,17,14,1,18,23,0,15,22,9,2,7,0,11,5,6,5,8,3,5,0,30,23,7,8,MARET
SULAWESI BARAT,MAJENE,SENDANA,LEPPANGANG,88,58,3,3,1,0,0,0,3,0,2,0,13,12,1,6,22,11,11,2,13,9,4,9,17,0,17,4,MARET
SULAWESI BARAT,MAJENE,SENDANA,PUNDAU,50,78,23,16,14,0,0,12,10,1,3,1,0,0,0,0,32,5,27,2,31,6,25,1,27,13,14,22,MARET
SULAWESI BARAT,MAJENE,SENDANA,SENDANA,49,55,16,13,11,2,0,15,0,0,0,6,0,0,0,0,43,12,31,6,20,0,20,0,35,20,15,9,MARET
SULAWESI BARAT,MAJENE,SENDANA,BANUA SENDANA,64,75,29,21,4,2,1,0,19,8,24,3,1,1,0,0,37,30,7,26,16,2,14,1,46,12,34,46,MARET
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA UTARA,44,10,7,7,7,7,4,0,1,2,1,2,3,3,0,0,10,9,1,4,9,6,3,0,2,2,0,1,MARET
SULAWESI BARAT,MAJENE,SENDANA,LIMBORO RAMBU-RAMBU,69,26,20,5,3,2,1,15,4,0,2,4,12,6,6,2,17,16,1,7,17,15,2,14,31,30,1,3,MARET
SULAWESI BARAT,MAJENE,SENDANA,LIMBUA,91,56,20,8,3,1,1,15,3,1,10,6,4,3,1,0,30,23,7,10,24,5,19,1,48,48,0,22,MARET
SULAWESI BARAT,MAJENE,SENDANA,BUKIT SAMANG,100,54,13,9,0,0,0,7,5,1,3,0,20,14,6,4,18,12,6,6,5,5,0,1,40,25,15,13,MARET
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,87,75,46,24,4,3,0,21,1,1,26,0,11,11,0,6,50,12,38,5,19,2,17,0,37,13,24,24,MARET
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO,90,71,62,52,44,13,6,41,0,11,2,59,15,10,5,1,25,20,5,4,11,11,0,1,21,21,0,17,MARET
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,ULIDANG,97,11,7,4,0,0,0,6,1,0,4,3,17,4,13,4,11,5,6,3,4,1,3,1,2,2,0,1,MARET
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,47,49,18,7,4,2,0,11,5,0,16,0,8,3,5,3,33,8,25,2,26,6,20,4,7,0,7,4,MARET
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO UTARA,58,64,58,57,38,19,2,22,11,19,36,9,9,7,2,4,40,31,9,30,14,14,0,9,9,0,9,0,MARET
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,70,22,16,1,1,0,0,7,5,0,14,2,2,2,0,1,17,8,9,8,8,1,7,1,21,14,7,19,MARET
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,AWO,84,65,28,19,9,1,1,4,19,2,0,9,6,6,0,0,63,28,35,2,17,15,2,13,36,0,36,4,MARET
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,89,61,9,8,4,4,3,6,0,0,7,2,2,0,2,0,47,23,24,17,33,1,32,0,59,39,20,7,MARET
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO,81,22,7,6,2,0,0,2,0,1,6,0,15,14,1,7,10,5,5,2,4,3,1,0,12,11,1,8,MARET
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG UTARA,88,30,1,0,0,0,0,0,1,0,0,1,5,0,5,0,10,8,2,4,1,0,1,0,7,3,4,0,MARET
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO SELATAN,95,49,0,0,0,0,0,0,0,0,0,0,11,8,3,5,17,15,2,4,17,11,6,8,33,23,10,11,MARET
SULAWESI BARAT,MAJENE,TUBO SENDANA,BONDE BONDE,91,47,42,28,7,1,1,37,3,0,5,7,2,0,2,0,13,5,8,0,1,0,1,0,4,3,1,0,MARET
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO TENGAH,85,53,34,19,12,5,5,14,2,11,32,0,3,1,2,1,32,29,3,28,26,1,25,0,23,0,23,0,MARET
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO POANG,74,25,3,0,0,0,0,1,2,0,1,0,14,0,14,0,18,6,12,6,9,5,4,0,19,15,4,7,MARET
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,82,53,47,27,4,3,3,20,11,1,38,4,5,2,3,1,50,39,11,15,10,2,8,0,21,7,14,10,MARET
SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,64,43,22,20,18,4,3,11,2,2,13,7,5,3,2,0,27,11,16,6,12,2,10,2,18,12,6,2,MARET
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,44,72,10,1,1,1,0,10,0,0,8,2,7,3,4,0,48,26,22,3,46,26,20,24,17,8,9,11,MARET
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,32,49,39,23,7,7,7,28,4,0,39,0,5,3,2,1,23,18,5,7,12,5,7,1,43,43,0,17,MARET
SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,45,57,44,40,40,3,2,34,3,2,15,1,7,3,4,0,27,18,9,13,6,5,1,1,26,24,2,1,MARET
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,30,77,41,40,16,14,0,4,36,1,18,18,5,2,3,2,58,46,12,34,29,11,18,11,65,42,23,38,MARET
SULAWESI BARAT,MAJENE,ULUMANDA,SULAI,76,61,51,18,0,0,0,47,2,1,49,2,1,1,0,0,50,26,24,12,5,1,4,1,37,34,3,1,MARET
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,53,73,46,17,12,0,0,40,5,0,6,13,1,1,0,0,30,10,20,2,17,13,4,8,59,59,0,3,MARET
SULAWESI BARAT,MAMASA,ARALLE,ARALLE,41,67,58,4,1,0,0,51,6,1,50,1,0,0,0,0,66,53,13,21,55,39,16,5,18,4,14,8,MARET
SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,49,43,15,0,0,0,0,12,0,1,6,2,4,2,2,2,19,12,7,7,9,3,6,1,4,2,2,1,MARET
SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,72,50,6,5,0,0,0,5,1,0,5,0,0,0,0,0,10,5,5,1,0,0,0,0,28,5,23,13,MARET
SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,86,49,38,24,0,0,0,23,12,2,18,14,17,1,16,1,43,38,5,16,40,7,33,3,60,60,0,9,MARET
SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,94,46,40,20,11,10,4,1,9,6,34,5,0,0,0,0,36,9,27,3,16,14,2,1,43,13,30,20,MARET
SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,49,16,12,9,9,0,0,10,0,2,4,6,2,0,2,0,15,5,10,0,8,0,8,0,4,1,3,2,MARET
SULAWESI BARAT,MAMASA,ARALLE,BARURU,68,59,12,9,9,2,0,6,6,0,10,2,11,3,8,2,12,8,4,8,2,2,0,0,17,7,10,5,MARET
SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,58,36,12,0,0,0,0,6,6,0,8,3,8,5,3,2,15,12,3,8,13,9,4,0,27,15,12,0,MARET
SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,73,78,52,10,9,4,4,16,9,3,32,6,11,7,4,7,18,7,11,0,10,0,10,0,30,29,1,8,MARET
SULAWESI BARAT,MAMASA,ARALLE,KALABE,47,42,18,10,7,7,7,5,3,0,0,7,1,0,1,0,41,10,31,4,1,0,1,0,23,3,20,20,MARET
SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,39,54,23,17,13,0,0,18,0,1,4,13,1,1,0,1,20,14,6,10,18,1,17,1,10,5,5,7,MARET
SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,60,77,46,17,0,0,0,11,10,11,11,33,9,1,8,1,31,9,22,2,27,16,11,16,41,3,38,31,MARET
SULAWESI BARAT,MAMASA,BALLA,BALLA,80,13,11,4,1,1,1,6,0,2,3,6,14,4,10,4,13,9,4,1,12,6,6,0,10,7,3,4,MARET
SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,40,75,68,3,3,1,1,9,15,22,18,11,3,1,2,0,53,43,10,32,46,36,10,12,25,12,13,17,MARET
SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,43,41,30,16,16,0,0,14,6,7,21,7,1,1,0,1,24,8,16,1,1,0,1,0,20,5,15,4,MARET
